titulo,empresa,pais,fecha_captura,descripcion,modalidad,tipo_horario,fecha_publicacion,grupo,es_ti,nivel_seniority,es_remoto,largo_descripcion,categoria_horario_modalidad
jefe de finanzas,"freemaq spa, valparaíso",chile,2026-05-02 03:47:00,Perfil de cargo: jefe de finanzas objetivo del cargo: liderar la gestión financiera… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,92,Presencial FT
jefe de flota y construcción de…,"holiday rent, santiago",chile,2026-05-02 03:50:12,Empresa líder en arriendo de casas rodantes y vehículos 4x4 busca jefe de… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,82,Presencial FT
jefe de gestión y de negocios (antofagasta),cyd ingeniería,chile,2026-03-01 03:56:09,Jefe de Gestión y de Negocios (Antofagasta) Antofagasta CyD Ingeniería Open job preview for: Jefe de Gestión y de Negocios (Antofagasta) - Antofagasta...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de informática - puerto montt (llanquihue),importante empresa del sector,chile,2026-03-01 19:44:36,Jefe de Informática - Puerto Montt (Llanquihue) Puerto Montt Importante empresa del sector Open job preview for: Jefe de - Puerto Montt (Llanquihue) -...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe de informática en puerto montt: infraestructura e innovación,importante empresa del sector,chile,2026-03-01 19:45:59,Jefe de Informática en Puerto Montt: Infraestructura e Innovación Puerto Montt Importante empresa del sector Open job preview for: Jefe de en Puerto M...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe de informática y servicios ti – liderazgo operativo,grupo ps,chile,2026-03-01 03:51:57,Jefe de Informática y Servicios TI – Liderazgo Operativo Santiago Grupo PS Open job preview for: Jefe de y Servicios TI – Liderazgo Operativo - Santia...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe de informática | lidera proyectos y transformación digital,importante grupo,chile,2026-03-01 19:46:00,Jefe de Informática | Lidera Proyectos y Transformación Digital Santiago Importante grupo Open job preview for: Jefe de | Lidera Proyectos y Transform...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe de infraestructura y soporte,tigo venezuela,chile,2026-03-01 19:41:36,Jefe de Infraestructura y Soporte La Serena Tigo Venezuela Open job preview for: Jefe de Infraestructura y Soporte - La Serena...,presencial,full time,,giannella-rieu,True,Senior,False,129,Presencial FT
jefe de ingeniería - industria minería,empresa destacada,chile,2026-03-01 04:06:23,Oferta para el area de ingenieria,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,33,Presencial FT
jefe de ingeniería,empresa destacada,chile,2026-03-01 04:06:23,Oferta para el area de ingenieria,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,33,Presencial FT
jefe de mantenimiento (polimeros),empresa destacada,chile,2026-03-01 04:08:16,Oferta para el area de mantenimiento,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,36,Presencial FT
jefe de mantenimiento - mejillones,empresa destacada,chile,2026-03-01 04:08:16,Oferta para el area de mantenimiento,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,36,Presencial FT
jefe de modulo de donuts arauco…,"doughnuttery, santiago",chile,2026-05-02 03:51:09,Se necesita jefe de modulo local de mini donuts arauco maipu funciones principales:… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,92,Presencial FT
jefe de oficina técnica - construcción,renee rpo asistido para grupo euro,chile,2026-05-02 04:00:48,"Hace 50 días Jefe de Oficina Técnica - Construcción RENEE RPO Asistido para GRUPO EURO Las Condes, Metropolitana de Santiago 🏗 EURO es una empresa líder en el mercado... Destacada",presencial,no especificado,Hace 50 días,denisBaez,False,Senior,False,179,Otro
jefe de operaciones alimentación (la serena),newrest chile,chile,2026-03-01 19:48:08,Jefe de Operaciones Alimentación (La Serena) La Serena Newrest Chile Open job preview for: Jefe de Operaciones Alimentación (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,150,Presencial FT
jefe de operaciones alimentación - coquimbo,newrest chile,chile,2026-03-01 03:54:06,Jefe de Operaciones Alimentación - Coquimbo La Serena NEWREST CHILE Open job preview for: Jefe de Operaciones Alimentación - Coquimbo - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,148,Presencial FT
jefe de operaciones antofagasta,jefe de operaciones antofagasta,chile,2026-05-02 04:12:41,"Jefe de Operaciones Antofagasta Importante empresa del sector Antofagasta, Antofagasta $ 1.800.000,00 (Mensual) Hace 6 horas...",presencial,full time,Hace 6 horas,Lizette-Sanmartin,False,Senior,False,127,Presencial FT
jefe de operaciones call center,"dues ltda., santiago",chile,2026-05-02 03:49:16,"¿te apasiona liderar operaciones, optimizar procesos y asegurar resultados en entornos dinámicos como… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,110,Presencial FT
jefe de operaciones transporte de pasajeros,empresa confidencial,chile,2026-05-02 04:02:32,"Hace 2 días Jefe de Operaciones Transporte de Pasajeros Empresa Confidencial Puente Alto, Metropolitana de Santiago ...del rubro transporte de pasajeros,... Destacada",presencial,no especificado,Hace 2 días,denisBaez,False,Senior,False,166,Otro
jefe de operaciones zona norte,"ecs spa, antofagasta",chile,2026-05-02 03:43:30,Importante empresa de transporte busca un jefe de operaciones zona norte. buscamos un/a… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,96,Presencial FT
jefe de operaciones – transporte y logística – región metropolitana,empresa destacada,chile,2026-03-01 04:07:19,Oferta para el area de transporte,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,33,Presencial FT
jefe de personal y relaciones laborales // calama,jefe de personal y relaciones laborales // calama,chile,2026-05-02 04:12:29,"Jefe de Personal y Relaciones Laborales // Calama Importante empresa del sector Calama, Antofagasta Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,Senior,False,115,Presencial FT
jefe de prevención de pérdidas y seguridad operativa,sodimac,chile,2026-03-01 19:48:25,Jefe de Prevención de Pérdidas y Seguridad Operativa La Serena Sodimac Open job preview for: Jefe de Prevención de Pérdidas y Seguridad Operativa - La...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe de procurement y administración,abc s.a.,chile,2026-03-01 03:54:53,Jefe de Procurement y Administración Santiago Abc S.A. Open job preview for: Jefe de Procurement y - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,112,Presencial FT
jefe de producto y proyecto ti,no especificada,in-office,2026-05-02 04:21:40,No disponible en listado,presencial,full time,ene 12,diegoCastillo,False,Senior,False,24,Presencial FT
jefe de proyecto (teleco) junion,jefe de proyecto (teleco) junion,chile,2026-05-02 04:11:13,"Se precisa Urgente Empleo destacado Jefe de Proyecto (Teleco) Junion 4,7 BCTecnología Santiago Centro, R.Metropolitana $ 2.300.000,00 (Mensual) Ayer...",presencial,full time,Ayer,Lizette-Sanmartin,False,Senior,False,151,Presencial FT
jefe de proyecto low code (power apps),no especificada,hybrid,2026-05-02 04:21:13,No disponible en listado,híbrido,full time,Apr 15,diegoCastillo,False,Senior,False,24,Otro
jefe de proyecto senior ti (sap) bilingüe,jefe de proyecto senior ti (sap) bilingüe,chile,2026-05-02 04:11:19,"Jefe de Proyecto Senior TI (SAP) Bilingüe 4,7 BCTecnología Santiago - Las condes, R.Metropolitana $ 3.000.000,00 (Mensual) Ayer...",presencial,full time,Ayer,Lizette-Sanmartin,True,Senior,False,130,Presencial FT
jefe de proyecto ti rubro seguros,jefe de proyecto ti rubro seguros,chile,2026-05-02 04:10:59,"Jefe de Proyecto TI Rubro seguros 4,1 Tecnova Soluciones Informáticas Santiago Centro, R.Metropolitana Presencial y remoto Hace 19 horas...",remoto,full time,Hace 19 horas,Lizette-Sanmartin,True,Senior,True,139,Remoto FT
jefe de proyecto ti senior,no especificada,hybrid,2026-05-02 04:20:32,No disponible en listado,híbrido,freelance,Dec 01,diegoCastillo,True,Senior,False,24,Otro
jefe de proyecto ti – sistemas core,jefe de proyecto ti – sistemas core,chile,2026-05-02 04:10:33,"Se precisa Urgente Empleo destacado Jefe de Proyecto TI – Sistemas Core Ingenieria informatica Kibernum S.A. Santiago Centro, R.Metropolitana Hace 11 ...",presencial,full time,Hace 11 horas,Lizette-Sanmartin,True,Senior,False,153,Presencial FT
jefe de proyectos implementación,no especificada,hybrid,2026-05-02 04:21:16,No disponible en listado,híbrido,full time,mar 09,diegoCastillo,False,Senior,False,24,Otro
jefe de proyectos pmo,jefe de proyectos pmo,chile,2026-05-02 04:10:45,"Jefe de Proyectos PMO 4,1 MM ASESORIAS Santiago - Providencia, R.Metropolitana $ 1.000.000,00 (Mensual) Remoto Hace 18 horas...",remoto,full time,Hace 18 horas,Lizette-Sanmartin,False,Senior,True,127,Remoto FT
jefe de proyecto,jefe de proyecto,chile,2026-05-02 04:10:59,"Se precisa Urgente Empleo destacado Jefe de Proyecto 4,6 GRUPO SMS CHILE SPA Santiago - Las condes, R.Metropolitana Presencial y remoto Hace 19 horas...",remoto,full time,Hace 19 horas,Lizette-Sanmartin,False,Senior,True,152,Remoto FT
jefe de redes y ciberseguridad,global talent,chile,2026-03-01 03:53:01,Jefe de Redes y Ciberseguridad Santiago Global Talent Open job preview for: Jefe de Redes y Ciberseguridad - Santiago...,presencial,full time,,giannella-rieu,True,Senior,False,120,Presencial FT
jefe de sap r/3 -contrato indefinido- parque industrial quilicura,perceptual consultores,chile,2026-03-01 03:53:29,Jefe de SAP R/3 -Contrato Indefinido- Parque Industrial Quilicura Quilicura Perceptual Consultores Open job preview for: Jefe de SAP R/3 -Contrato Ind...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe de sección ciberseguridad - estrategia,banco de chile,chile,2026-03-01 03:52:43,Jefe de Sección Ciberseguridad - Estrategia Santiago Banco de Chile Open job preview for: Jefe de Sección Ciberseguridad - Estrategia - Santiago...,presencial,full time,,giannella-rieu,True,Senior,False,147,Presencial FT
jefe de seguridad (la calera),ripley,chile,2026-03-01 19:49:49,Jefe de Seguridad (La Calera) La Calera Ripley Open job preview for: Jefe de Seguridad (La Calera) - La Calera...,presencial,full time,,giannella-rieu,True,Senior,False,113,Presencial FT
jefe de seguridad aeroportuaria,empresa destacada,chile,2026-03-01 04:07:51,Oferta para el area de seguridad,presencial,full time,Reciente,Nicolas-Jorgensen,True,Senior,False,32,Presencial FT
jefe de seguridad antofagasta,empresa destacada,chile,2026-03-01 04:07:51,Oferta para el area de seguridad,presencial,full time,Reciente,Nicolas-Jorgensen,True,Senior,False,32,Presencial FT
jefe de seguridad hospital de iquique,jefe de seguridad hospital de iquique,chile,2026-05-02 04:10:58,"Se precisa Urgente Empleo destacado Jefe de Seguridad Hospital de Iquique Ingetech S.A Iquique, Tarapacá Hace 19 horas...",presencial,full time,Hace 19 horas,Lizette-Sanmartin,True,Senior,False,121,Presencial FT
jefe de sistemas e informática,confidencial,chile,2026-03-01 19:42:20,Jefe de Sistemas e Informática Santiago Empresa Confidencial Open job preview for: Jefe de Sistemas e - Santiago...,presencial,full time,,giannella-rieu,True,Senior,False,115,Presencial FT
jefe de soporte informático y optimización de sistemas,juan miranda,chile,2026-03-01 19:44:38,Jefe de Soporte Informático y Optimización de Sistemas Santiago Juan Miranda Open job preview for: Jefe de Soporte y Optimización de Sistemas - Santia...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe de terreno - proyectos de construcción,empresa destacada,chile,2026-03-01 04:08:23,Oferta para el area de construccion,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,35,Presencial FT
jefe de terreno construcción - región metropolitana,renee rpo asistido para grupo euro,chile,2026-05-02 04:00:48,"Hace 50 días Jefe de Terreno Construcción - Región Metropolitana RENEE RPO Asistido para GRUPO EURO Las Condes, Metropolitana de Santiago 🏗 Somos Euro, una empresa con más de... Destacada",presencial,no especificado,Hace 50 días,denisBaez,False,Senior,False,187,Otro
jefe de tienda retail: lidera ventas y equipo,importante empresa del sector,chile,2026-03-01 19:49:07,Jefe de Tienda Retail: Lidera Ventas y Equipo La Serena Importante empresa del sector Open job preview for: Jefe de Tienda Retail: Lidera Ventas y Equ...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de tienda//perfumería ciudad antofagasta (excluyente…,"kalima ltda., antofagasta",chile,2026-05-02 03:44:08,"Importante empresa del rubro retail, especializada en perfumería, se encuentra en búsqueda de… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,102,Presencial FT
jefe de transporte 1,"confidencial, los andes",chile,2026-05-02 03:50:41,Nos encontramos en búsqueda de un jefe de transporte: requisitos: -universitario titulado en… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,101,Presencial FT
jefe de turno 30 horas - doggis mall plaza la serena,g&n brands,chile,2026-03-01 19:49:22,Jefe de Turno 30 horas - Doggis Mall Plaza La Serena La Serena G&N Brands Open job preview for: Jefe de Turno 30 horas - Doggis Mall Plaza La Serena -...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de turno 30 horas - juan maestro mall plaza la serena,g&n brands,chile,2026-03-01 19:49:21,Jefe de Turno 30 horas - Juan Maestro Mall Plaza La Serena La Serena G&N Brands Open job preview for: Jefe de Turno 30 horas - Juan Maestro Mall Plaza...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de turno 30 horas,g&n brands,chile,2026-03-01 19:49:23,Jefe de Turno 30 horas La Serena G&N Brands Open job preview for: Jefe de Turno 30 horas - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,103,Presencial FT
jefe de turno part-time - lidera operaciones de restaurante,g&n brands,chile,2026-03-01 19:49:21,Jefe de Turno Part-Time - Lidera Operaciones de Restaurante La Serena G&N Brands Open job preview for: Jefe de Turno Part-Time - Lidera Operaciones de...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de turno: lidera operaciones en restaurante part-time,g&n brands,chile,2026-03-01 19:49:22,Jefe de Turno: Lidera Operaciones en Restaurante Part-Time La Serena G&N Brands Open job preview for: Jefe de Turno: Lidera Operaciones en Restaurante...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de ventas ( portaconductores),comercial e industrial cymas spa,chile,2026-03-01 19:50:06,Jefe de Ventas ( Portaconductores) Quilicura Comercial e industrial Cymas Spa Open job preview for: Jefe de Ventas ( Portaconductores) - Quilicura...,presencial,full time,,giannella-rieu,False,Senior,False,149,Presencial FT
jefe de ventas 18h la serena,abc,chile,2026-03-01 19:48:41,Jefe de Ventas 18h La Serena La Serena ABC Open job preview for: Jefe de Ventas 18h La Serena - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,108,Presencial FT
jefe de ventas canal tradicional la serena,importante empresa del sector,chile,2026-03-01 19:53:41,Jefe de Ventas Canal Tradicional La Serena La Serena Importante empresa del sector Open job preview for: Jefe de Canal Tradicional La Serena - La Sere...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de ventas canal tradicional,vspt wine group,chile,2026-05-02 04:02:48,"Hace 19 días Jefe de Ventas Canal Tradicional VSPT Wine Group Las Condes, Metropolitana de Santiago ¿Conoces las marcas de vino Gato, Misiones...",presencial,no especificado,Hace 19 días,denisBaez,False,Senior,False,145,Otro
jefe de ventas punta arenas,jefe de ventas punta arenas,chile,2026-05-02 04:12:35,"Se precisa Urgente Jefe de Ventas Punta Arenas 4,2 Randstad Punta Arenas, Magallanes y Antártica Chilena $ 1.600.000,00 (Mensual) Hace 4 horas...",presencial,full time,Hace 4 horas,Lizette-Sanmartin,False,Senior,False,145,Presencial FT
jefe de ventas retail | lidera equipo (sáb-dom-festivos),abc,chile,2026-03-01 19:47:42,Jefe de Ventas Retail | Lidera Equipo (Sáb-Dom-Festivos) La Serena ABC Open job preview for: Jefe de Ventas Retail | Lidera Equipo (Sáb-Dom-Festivos) ...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de ventas – canal tradicional la serena,importante empresa del sector,chile,2026-03-01 19:53:42,Jefe de Ventas – Canal Tradicional La Serena La Serena Importante empresa del sector Open job preview for: Jefe de – Canal Tradicional La Serena - La ...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de ventas,empresa destacada,chile,2026-03-01 04:05:50,Oferta para el area de ventas,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,29,Presencial FT
jefe de administración y contabilidad,jefe de administración y contabilidad,chile,2026-05-02 04:11:55,"Se precisa Urgente Empleo destacado Jefe de administración y contabilidad Importante empresa del sector Santiago - Quilicura, R.Metropolitana $ 1.900....",presencial,full time,20 de abril,Lizette-Sanmartin,False,Senior,False,153,Presencial FT
jefe de administración y finanzas - finanzas,importante empresa del sector,chile,2026-03-01 03:54:34,Jefe de administración y finanzas - Finanzas Providencia Importante empresa del sector Open job preview for: Jefe de y finanzas - Finanzas - Providenc...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
"jefe de administración, operaciones y adquisiciones/ providencia",nosotros,chile,2026-03-01 03:55:38,"Jefe de administración, operaciones y adquisiciones/ Providencia Providencia Nosotros Open job preview for: Jefe de , operaciones y adquisiciones/ Pro...",presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe de bodega,"cermaq chile, puerto montt",chile,2026-05-02 03:45:03,En empresa cermaq nos encontramos en la búsqueda de un/a jefe de bodega… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,80,Presencial FT
jefe de carrera mantenimiento aeronáutico,"centro de instrucción aeronáutico, santiago",chile,2026-05-02 03:49:16,Empresa del rubro aeronáutico requiere contratar jefe de carrera para centro de instrucción… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,100,Presencial FT
jefe de finanzas,empresa destacada,chile,2026-03-01 04:06:39,Oferta para el area de finanzas,híbrido,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,31,Otro
jefe de servicios rent a car para la serena,vertical hunter,chile,2026-03-01 19:48:39,Jefe de servicios rent a car para La Serena La Serena Vertical Hunter Open job preview for: Jefe de servicios rent a car para La Serena - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,150,Presencial FT
jefe o líder de ito construcción ep025,j.e.j. ingeniería s.a,chile,2026-05-02 04:00:48,"Hace 32 días Jefe o líder de ITO Construcción EP025 J.E.J. Ingeniería S.A Tierra Amarilla, Atacama En JEJ Ingeniería nos encontramos en...",presencial,no especificado,Hace 32 días,denisBaez,False,Senior,False,138,Otro
jefe seguridad informática (santiago),newrest chile,chile,2026-03-01 19:42:32,Jefe seguridad informática (Santiago) Santiago Newrest Chile Open job preview for: Jefe seguridad (Santiago) - Santiago...,presencial,full time,,giannella-rieu,True,Senior,False,122,Presencial FT
jefe seguridad informática - vitacura,newrest chile,chile,2026-03-01 19:42:32,Jefe seguridad informática - Vitacura Vitacura Newrest Chile Open job preview for: Jefe seguridad - Vitacura - Vitacura...,presencial,full time,,giannella-rieu,True,Senior,False,122,Presencial FT
jefe seguridad informática,jefe seguridad informática,chile,2026-05-02 04:10:13,"Jefe seguridad informática NEWREST CHILE Santiago - Vitacura, R.Metropolitana Hace 6 días...",presencial,full time,Hace 6 días,Lizette-Sanmartin,True,Senior,False,92,Presencial FT
jefe área construcción (santiago),cyd ingeniería ltda.,chile,2026-05-02 04:00:48,"Hace 18 días Jefe Área Construcción (Santiago) CyD Ingeniería Ltda. Santiago, Metropolitana de Santiago CyD Ingeniería requiere a un colaborador/a... Destacada",presencial,no especificado,Hace 18 días,denisBaez,False,Senior,False,159,Otro
jefe(a) de administración y control,jefe(a) de administración y control,chile,2026-05-02 04:11:36,"Jefe(a) de Administración y Control Importante empresa del sector Santiago - Macul, R.Metropolitana Hace 3 días...",presencial,full time,Hace 3 días,Lizette-Sanmartin,False,Senior,False,114,Presencial FT
jefe(a) de administración y finanzas,jefe(a) de administración y finanzas,chile,2026-05-02 04:11:36,"Se precisa Urgente Empleo destacado Jefe(a) de Administración y Finanzas Consultora BHT Talca, Maule $ 1.500.000,00 (Mensual) Hace 4 días...",presencial,full time,Hace 4 días,Lizette-Sanmartin,False,Senior,False,140,Presencial FT
jefe(a) de administración y finanzas,puelche hc,chile,2026-03-01 03:55:03,Jefe(a) de Administración y Finanzas Puerto Montt Puelche HC Open job preview for: Jefe(a) de y Finanzas - Puerto Montt...,presencial,full time,,giannella-rieu,False,Senior,False,122,Presencial FT
jefe(a) de alimentos y bebidas (san…,"confidencial, santiago",chile,2026-05-02 03:51:10,Importante hotel busca jefe(a) de alimentos y bebidas para san pedro de atacama.… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,89,Presencial FT
"jefe(a) de carrera de construcción civil, jornada completa vespertina, sede la serena (oferta inclusiva)",corporación instituto profesional santo tomás,chile,2026-05-02 03:57:23,"Hace 17 días Jefe(a) de Carrera de Construcción Civil, Jornada Completa Vespertina, Sede La Serena (Oferta Inclusiva) Corporación Instituto Profesional Santo Tomás La Serena, Coquimbo ¡¡ESTA OPORTUNIDAD ES PARA TI!! 😀...",presencial,full-time,Hace 17 días,denisBaez,False,Senior,False,220,Otro
"jefe(a) de carrera de ingeniería en química industrial, jornada completa, sede la serena (oferta inclusiva)",corporación instituto profesional santo tomás,chile,2026-05-02 03:57:23,"Hace 17 días Jefe(a) de Carrera de Ingeniería en Química Industrial, Jornada Completa, Sede La Serena (Oferta Inclusiva) Corporación Instituto Profesional Santo Tomás La Serena, Coquimbo ¡¡ESTA OPORTUNIDAD ES PARA TI!! 😀...",presencial,full-time,Hace 17 días,denisBaez,False,Senior,False,223,Otro
jefe(a) de ingeniería subestaciones eléctricas alta…,"empresa multinacional de proyectos.., santiago",chile,2026-05-02 03:49:44,"Importante empresa multinacional de proyectos epc, requiere contratar a un jefe(a) de ingeniería,… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,106,Presencial FT
jefe(a) de marketing,empresa destacada,chile,2026-03-01 04:06:31,Oferta para el area de marketing,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,32,Presencial FT
jefe(a) de negocios estratégicos,empresa confidencial,chile,2026-05-02 03:57:16,"Publicada ayer Jefe(a) de Negocios Estratégicos Empresa Confidencial Santiago, Metropolitana de Santiago Importante empresa del rubro transporte...",presencial,no especificado,Publicada ayer,denisBaez,False,Senior,False,147,Otro
jefe(a) de recepción hotel (san pedro…,"confidencial, santiago",chile,2026-05-02 03:46:30,Importante hotel busca jefe(a) de recepción san pedro de atacama. requisitos: - profesional… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,100,Presencial FT
jefe(a) de finanzas.,"jefe(a) de finanzas., santiago",chile,2026-05-02 03:47:28,"Importante empresa del rubro minero requiere contratar jefe(a) de finanzas, para gestionar los… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,Senior,False,103,Presencial FT
"jefe(a) del servicio de alimentación, dirección de administración y finanzas, sede viña del mar",universidad tecnica federico santa maria,chile,2026-03-01 03:56:08,"Jefe(a) del Servicio de Alimentación, Dirección de Administración y Finanzas, Sede Viña del Mar Viña Del Mar Universidad Tecnica Federico Santa Maria ...",presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
"jefe(a) del servicio de alimentación, dirección de administración y finanzas, sede viña del mar",universidad técnica federico santa maría,chile,2026-03-01 03:56:08,"Jefe(a) del Servicio de Alimentación, Dirección de Administración y Finanzas, Sede Viña del Mar Viña Del Mar Universidad Técnica Federico Santa María ...",presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe-a - unidad de informática - diurno 44 hrs (santiago),corfo,chile,2026-03-01 19:43:41,Jefe-a - Unidad de Informática - Diurno 44 HRs (Santiago) Santiago Corfo Open job preview for: Jefe-a - Unidad de - Diurno 44 HRs (Santiago) - Santiag...,presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe/ de bodega - antofagasta (construcción),empresa destacada,chile,2026-03-01 04:08:24,Oferta para el area de construccion,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,35,Presencial FT
jefe/a de administración y finanzas antofagasta,talentfinder,chile,2026-03-01 03:54:34,Jefe/A De Administración Y Finanzas Antofagasta Santiago Talentfinder Open job preview for: Jefe/A De Y Finanzas Antofagasta - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,138,Presencial FT
jefe/a de contabilidad,dosh consultores,chile,2026-03-01 19:56:37,Jefe/A De Contabilidad La Serena DOSH Consultores Open job preview for: Jefe/A De Contabilidad - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,109,Presencial FT
jefe/a administrativo de obra,jefe/a administrativo de obra,chile,2026-05-02 04:12:29,"Jefe/a Administrativo de Obra Burô Temps Valparaíso, Valparaíso $ 950.000,00 (Mensual) Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,Senior,False,102,Presencial FT
"jefe/a pgc, ft42 hrs,tottus balmaceda la serena",tottus,chile,2026-03-01 19:41:36,"Jefe/a PGC, FT42 Hrs,Tottus Balmaceda La Serena La Serena Tottus Open job preview for: Jefe/a PGC, FT42 Hrs,Tottus Balmaceda La Serena - La Serena...",presencial,full time,,giannella-rieu,False,Senior,False,149,Presencial FT
"jefe/a prevención de pérdidas, ft, shc serena balmaceda",sodimac,chile,2026-03-01 03:53:57,"Jefe/a Prevención de Pérdidas, FT, SHC Serena Balmaceda La Serena Sodimac Open job preview for: Jefe/a Prevención de Pérdidas, FT, SHC Serena Balmaced...",presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
"jefe/a de administración - sacyr ingeniería e infraestructura. coquimbo, chile.",sacyr,chile,2026-03-01 03:55:59,"Jefe/a de Administración - Sacyr Ingeniería e Infraestructura. Coquimbo, Chile. Coquimbo SACYR Open job preview for: Jefe/a de - Sacyr Ingeniería e In...",presencial,full time,,giannella-rieu,True,Senior,False,153,Presencial FT
jefe/a de administración de personal – especialista en buk y rex+,jefe/a de administración de personal – especialista en buk y rex+,chile,2026-05-02 04:11:42,"Se precisa Urgente Empleo destacado Jefe/a de Administración de Personal – Especialista en BUK y REX+ 4,2 Progestion Chile Santiago - Ñuñoa, R.Metropo...",presencial,full time,Hace 5 días,Lizette-Sanmartin,False,Senior,False,153,Presencial FT
jefe/a de administración de personal – especialista en buk y rex+,progestion chile,chile,2026-03-01 03:55:58,Jefe/a de Administración de Personal – Especialista en BUK y REX+ Santiago Progestion Chile Open job preview for: Jefe/a de de Personal – Especialista...,presencial,full time,,giannella-rieu,False,Senior,False,153,Presencial FT
jefe/a de administración y finanzas (concepción),confidencial,chile,2026-03-01 03:54:34,Jefe/a de Administración y Finanzas (Concepción) Biobío Confidencial Open job preview for: Jefe/a de y Finanzas (Concepción) - Biobío...,presencial,full time,,giannella-rieu,False,Senior,False,136,Presencial FT
jefe/a de administración y finanzas (concepción),empresa destacada,chile,2026-03-01 04:06:40,Oferta para el area de finanzas,presencial,full time,Reciente,Nicolas-Jorgensen,False,Senior,False,31,Presencial FT
jefe/a de administración y finanzas (coquimbo),sacyr,chile,2026-03-01 03:54:44,Jefe/a de Administración y Finanzas (Coquimbo) Coquimbo SACYR Open job preview for: Jefe/a de y Finanzas (Coquimbo) - Coquimbo...,presencial,full time,,giannella-rieu,False,Senior,False,129,Presencial FT
jefe/a de administración y finanzas (r.m),sacyr,chile,2026-03-01 03:54:54,Jefe/a de Administración y Finanzas (R.M) Santiago SACYR Open job preview for: Jefe/a de y Finanzas (R.M) - Santiago...,presencial,full time,,giannella-rieu,False,Senior,False,119,Presencial FT
